stimulus_id	type	description	HED	NSD_id	present
stim-nsd57479	image	In the foreground, occupying the lower-center and lower-right portions of the frame, a pale salmon-pink surfboard extends diagonally from the center toward the right edge, its rounded tip pointing rightward. A person in a black full-body wetsuit crouches on the board in the center-left region, positioned slightly above the board's midsection; their body leans forward with the left arm reaching down to touch the water's surface near the lower-center. The person has wet, medium-length brown hair that falls forward over their face, obscuring their features. White frothy water and spray erupt around the surfer on the left side and lower portion of the frame, indicating active movement through a breaking wave. The background, filling the upper two-thirds, consists of a broad expanse of murky greenish-brown water with gentle ripples and no visible horizon or sky. A cresting wave curls across the right side, its face catching light. The overall color scheme is muted, combining olive-brown water, black wetsuit, and the soft pink board, with bright white foam providing contrast. Lighting appears natural and directional, illuminating the spray and casting subtle highlights on the water's textured surface throughout.	Sensory-event, Visual-presentation, ((Human-agent, Experiment-participant, (Black, Clothing), (Brown, Hair), Crouching), Interacts-with, (Man-made-object, Label/Surfboard, Pink)), ((Man-made-object, Label/Surfboard, Pink), (Lower-center-of, Foreground-view)), ((Man-made-object, Label/Surfboard), To-right-of, Center-of), (White, Natural-feature/Foam, Lower-left-of), ((Green-color, Brown-color, Natural-feature/Water), Background-view), (Rough, Natural-feature/Water)	57479	false
stim-nsd57543	image	In the foreground, occupying the center-right of the frame, a baseball pitcher stands mid-delivery on a dirt pitching mound that spans the lower center and right portions of the image. He wears a white pinstriped uniform bearing the name "MILLER" and the number "23" in black on the back, a dark green cap, and dark cleats; a tan glove is on his left hand extended forward, while his right arm is cocked upward behind his head, gripping a white baseball visible in the upper-center of the frame. His body is captured in a dynamic stride, front leg planted and rear leg trailing with toe touching the mound. The background, filling the upper two-thirds, shows a manicured green grass field with visible horizontal mowing stripes in the middle band, transitioning to a broad expanse of brown dirt in the upper portion of the frame. A small white base sits in the lower-left corner on the dirt. Lighting is bright and directional, consistent with strong sunlight, casting shadows beneath the player. The color scheme combines green grass, tan-brown dirt, and the white-and-black uniform, creating high contrast and a sharp, focused central subject.	Sensory-event, Visual-presentation, ((Human-agent, Experiment-actor, (Label/MILLER, ID/23)), (Perform, (White, Clothing))), ((Human-agent), Interacts-with, (White, Man-made-object/Ball)), (Foreground-view, (Center-of, Right-side-of)), ((Human-agent), (Standing, Move-lower-extremity)), ((Green, Man-made-object/Cap), Top-of, Head), ((Tan, Man-made-object/Glove), (Left, Hand)), ((White, Man-made-object/Ball), Upper-center-of), ((Dirt-terrain), Lower-center-of), ((Green, Grassy-terrain), (Horizontally-oriented, Pattern)), ((Brown, Dirt-terrain), Above), ((White, Item, Label/Base), Lower-left-of), (Luminance/Bright, Luminance), (Label/Luminance-contrast-High)	57543	false
stim-nsd57554	image	In the foreground, occupying the lower-right and extending toward center-frame, sits a hospital bed with a white mattress and folded white linens, its metal side rail visible on the right edge alongside a blue-and-white plaid pillow or fabric in the far upper-right corner. The bed's wheeled frame and lower support bars are visible beneath the mattress at bottom-center. In the background, a wooden cabinetry unit dominates the center and right, housing an open upper compartment, a lit computer monitor displaying a green-and-white screen at center-right, and medical equipment on lower shelves. A lamp with a white shade sits atop the cabinet in the upper-right area, casting warm light. On the left, a large tan door with a vertical handle spans floor to upper-frame, and above it a small red digital display reads numerals. A black trash bin stands at floor level left-of-center. A ventilation grille runs along the lower wall behind the bed. The color scheme is warm, dominated by tan walls, honey-toned wood, and light hardwood flooring, contrasted with white linens. Lighting is soft and even, supplemented by the lamp and monitor glow. Composition balances the bed against built-in furnishings.	Sensory-event, Visual-presentation, Indoors, ((Building-part, Room), (Description/Hospital-room)), (Furnishing, Label/Hospital-bed, (Lower-right-of, Foreground-view)), (White, Label/Mattress), (White, Clothing, Label/Linens), ((Manufactured-material/Metal, Label/Side-rail), (Right-edge-of, Furnishing)), ((Blue, White, Clothing, Label/Plaid-pillow), Upper-right-of), (Manufactured-material/Metal, Label/Wheeled-frame, (Lower-center-of, Furnishing)), ((Furnishing, Label/Wooden-cabinet), (Center-of, Background-view)), (Furnishing, Open, Label/Upper-compartment), ((Computer-screen, (Green, White)), (Right-side-of, Background-view)), (Measurement-device, Label/Medical-equipment), ((Furnishing, Label/Lamp), (White, Label/Shade), Upper-right-of), (Tan, Door, (Left-side-of)), ((LED-display, Red, Label/Digital-numerals), Above), (Black, Furnishing, Label/Trash-bin, Left-side-of), (Label/Ventilation-grille, Behind), (Tan, Building-part, Label/Walls), (Brown-color, Label/Wood), (Label/Hardwood-floor), (Luminance, Low)	57554	false
stim-nsd57649	image	The photograph's foreground is dominated by a woman positioned center-frame, standing on a reddish-brown clay tennis court that occupies the lower portion of the image. She wears a black sleeveless tank top and a white skirt, with white athletic shoes, and has short blonde hair. Her right arm is raised upward toward the upper-center of the frame, gripping a tennis racket with a black-and-white frame, while her left arm extends downward and outward to the left, holding a second tennis ball. Above and slightly right of the racket, a yellow-green tennis ball hovers in the upper-center area against the background. The background consists of dark green fabric windscreens or banners covering a chain-link fence, spanning the entire upper half of the frame; these display partially visible white and light-colored text and circular graphic elements, including letters reading "TennisPla" on the right side. The lighting appears diffuse and even, suggesting an overcast day without harsh shadows. The overall color scheme contrasts the warm orange-red clay below with the cool dark greens above, and the woman's black-and-white attire provides central visual focus within this composition.	Sensory-event, Visual-presentation, Photograph, ((Human-agent, Female, (Hair, Label/Short, Yellow)), Center-of), ((Clothing, Black, Torso-chest), (Clothing, White), (Clothing, White, Foot)), (Label/Clay-terrain, Red-color, Brown-color, Lower-center-of), (((Human-agent), (Upper-arm, Right), Upward), (Grasp, (Tool, Black, White, Label/Tennis-racket))), (((Human-agent), (Upper-arm, Left), Downward, Leftward), (Grasp, (Man-made-object/Ball, Label/Tennis-ball))), ((Man-made-object/Ball, Yellow-color, Green-color, Label/Tennis-ball), Upper-center-of), ((Clothing, Dark-shade, Green, Label/Windscreen), (Spatial-relation/Attached-to, (Nonbiological-artifact, Label/Chain-link-fence)), Background-view), ((Character, White, Label/TennisPla), (Circle)), (Label/Luminance-contrast-Low), Outdoors	57649	false
stim-nsd57651	image	In the foreground on the right side of the frame stands a white pedestal sink occupying the lower-right and center-right, topped by a brushed-metal faucet and a matching curved fixture mounted above it; a white cylindrical soap dispenser and a cluster of dried grass-like plant material sit at the sink's rear-left edge. Directly behind and left of the sink, in the center of the frame, a white toilet occupies the lower-center. To the left, in the background and middle ground, a white bathtub with an alcove surround runs along the lower-left, its walls tiled in beige squares accented by a horizontal band of small mosaic tiles in brown and tan tones at mid-height; a metal shower rod spans the upper-left corner. A window with white horizontal blinds sits in the upper-center, and a mirror edge appears at the upper-right. The floor in the lower portion shows dark brown and cream tiles. The overall color scheme is warm, dominated by beige, tan, and brown, with white fixtures. Lighting is soft and even, filtered through the blinds, casting gentle illumination without harsh shadows across the composition.	Sensory-event, Visual-presentation, ((White, (Furnishing, Label/Pedestal-sink)), (Lower-right-of, Foreground-view)), ((Furnishing, Label/Faucet, Steel), Above, (Furnishing, Label/Pedestal-sink)), ((White, Cylinder, (Furnishing, Label/Soap-dispenser)), (Plant, Brown)), ((White, (Furnishing, Label/Toilet)), (Lower-center-of, Foreground-view)), ((White, (Furnishing, Label/Bathtub)), (Lower-left-of, Background-view)), (Beige, Square, (Building-part, Label/Tile-wall)), (Brown, Tan, Label/Mosaic-band), ((Steel, (Furnishing, Label/Shower-rod)), Upper-left-of), ((Window, White, (Furnishing, Label/Blinds)), Upper-center-of), ((Furnishing, Label/Mirror), Upper-right-of), (Dark-shade, Brown, Beige, (Building-part, Label/Floor-tile)), (Beige, Tan, Brown, White), (Label/Luminance-contrast-Low, Label/Soft-even-lighting)	57651	false
stim-nsd57682	image	In the foreground, occupying the lower and central portion of the frame, sits a red-rimmed rectangular tray holding a Japanese meal: a blue-and-white rectangular plate with a piece of grilled salmon garnished with dark seaweed at center, a segmented dish containing dark round items and beige portions in the upper-center of the tray, and a blue bowl with green vegetables at the right. A pair of red-and-white chopsticks rests diagonally across a white paper wrapper in the lower-center, and a small yellow-marked white napkin lies below. To the left, two clear glasses of water sit on the wooden table surface, one in the upper-left and one in the mid-left. In the background, upper portion of the frame, a second identical tray with matching salmon plate, bowls, and dishes is positioned, and a person in a dark shirt is partially visible, their hands and forearms extending toward the food, holding chopsticks at the upper-right. The color scheme combines warm brown wood tones, red trays, and blue-white ceramics. Lighting is soft and natural, creating gentle shadows. The composition is layered front-to-back with symmetrical dual place settings.	Sensory-event, Visual-presentation, (Foreground-view, ((Red, Rectangle, Man-made-object/Tray), (Ingestible-object/Main-dish, Savory))), ((Blue, White, Rectangle, Man-made-object/Plate), (Ingestible-object/Main-dish, Savory)), ((Center-of, (Blue, White, Rectangle, Man-made-object/Plate)), (Ingestible-object/Main-dish, Savory)), (Black, Ingestible-object/Main-dish), (Label/Segmented, Ingestible-object/Staple-food, Savory), ((Blue, Volume), (Green, Ingestible-object/Staple-food, Savory)), ((Red, White, Tool), Visual-attribute/Diagonal), ((White, Paper), Lower-center-of), ((White, Yellow), Below), (Left-side-of, ((Label/Clear, Glass), Volume), Natural-feature/Water), (Upper-left-of, (Label/Clear, Glass)), ((Background-view, Upper-center-of), (Red, Rectangle, Man-made-object/Tray), (Ingestible-object/Main-dish, Savory)), (Upper-right-of, ((Human-agent, (Black, Clothing)), (Hand, Forearm), (Grasp, (Red, White, Tool)))), (((Human-agent), Interacts-with, (Ingestible-object/Main-dish))), (Brown, Manufactured-material/Wood), (Symmetrical)	57682	false
stim-nsd57823	image	The photograph presents a top-down view of thirty-six miniature donuts arranged in a grid of six rows and six columns, occupying the upper and central portions of the frame against a tan or beige surface. In the background upper region, the donuts include pink-and-white striped glazed pieces on the left, raspberry-red textured ones in the center-left, dark chocolate-glazed rings in the center-right, and pink-striped white donuts on the right. The lower-center and foreground rows show chocolate donuts with drizzled icing on the left, white-glazed donuts topped with colorful sprinkles in the center, solid pink-frosted donuts to their right, and plain pale powdered-looking donuts on the far right. In the immediate foreground, spanning the lower edge diagonally from left to lower-center, lies a metallic silver tweezer or tongs with a ridged tip pointing rightward, resting on the surface. The overall color scheme is dominated by warm pinks, reds, browns, and creams against the neutral tan background. The lighting is soft and even, casting minimal shadows beneath the donuts. The composition is orderly and symmetrical, with the grid filling most of the frame and the tool introducing a diagonal element below.	Sensory-event, Visual-presentation, Photograph, 2D-view, Aerial-view, (Ingestible-object/Dessert, Sweet, Item-count/36, (Beige, Background-view)), ((Pink, White, Ingestible-object/Dessert), Upper-left-of), ((Red, Ingestible-object/Dessert), Upper-center-of), ((Chocolate, Ingestible-object/Dessert), Upper-right-of), ((Pink, White, Ingestible-object/Dessert), Right-side-of), ((Chocolate, Ingestible-object/Dessert), Lower-left-of), ((White, Ingestible-object/Dessert), Lower-center-of), ((Pink, Ingestible-object/Dessert), Lower-right-of), ((White, Ingestible-object/Dessert), Right-side-of), ((Silver, Tool, Label/Tongs), Lower-center-of), (Beige, Background-view), Symmetrical	57823	false
stim-nsd57839	image	Two chestnut-brown horses dominate the foreground, standing close together and occupying the central and lower portions of the frame, spanning from the left edge to the right. The horse on the left faces the viewer more directly, its head positioned in the upper-center with a distinctive white blaze running down the muzzle, ears erect and pointed upward. The horse on the right stands slightly behind and to the side, its head lowered and angled toward the left horse, positioned in the center-right; the two animals' heads are near one another, suggesting physical closeness. Their reddish-brown coats show lighter tan highlights along the muzzles and manes. In the background, occupying the entire upper region, is a pale, overcast sky of light blue-white tones, and along the middle-right horizon a thin band of dark green trees and vegetation is visible. The lower third shows bright green grassy field where the horses stand. Lighting appears diffuse and even, consistent with an overcast day, producing soft shadows. The overall color scheme combines warm browns of the horses with cool greens of the grass and pale sky, creating a balanced, naturalistic composition.	Sensory-event, Visual-presentation, ((Animal-agent, Animal/Horse, Brown, (Center-of, Foreground-view)), Interacts-with, (Animal-agent, Animal/Horse, Brown)), ((Animal-agent, Animal/Horse, (Head, White, Upper-center-of)), To-left-of, (Animal-agent, Animal/Horse, (Head, Label/Lower, Center-of))), ((Grassy-terrain, Green), (Lower-center-of, Foreground-view)), ((Natural-feature/Sky, Light-shade, Blue), Above), ((Plant, Green, DarkGreen), (Right-side-of, Background-view))	57839	false
stim-nsd57907	image	The photograph depicts two zebras in an enclosed dirt-and-vegetation environment. In the foreground, positioned in the lower-center to right portion of the frame, stands a zebra facing directly toward the viewer, its black-and-white striped head, ears, and forelegs clearly visible as it walks forward on bare tan-colored ground. Behind it, in the background occupying the upper-left and center portions of the frame, a second zebra stands in profile facing left, its striped body and lowered head oriented away from the first animal, showing no direct interaction between the two. On the left side of the frame, spanning foreground to mid-ground, sits a cluster of spiky green succulent-like plants and thin branching stems. The background is dominated by a large, smooth tan wall with subtle vertical texture and several small dark circular marks. Scattered dried grass and a low mound appear along the mid-ground ground plane. The overall color scheme is muted earth tones—tan, beige, and brown—contrasted by the high-contrast black-and-white zebra stripes and green foliage. Lighting appears natural and soft, with gentle shadows beneath the animals, creating a balanced, centered composition.	Sensory-event, Visual-presentation, Photograph, (Dirt-terrain, Outdoors), ((Animal-agent, Label/Zebra, Label/Striped, (Forward, Move)), (Foreground-view, Lower-center-of)), ((Animal-agent, Label/Zebra, Label/Striped, (Leftward, Face)), (Background-view, Upper-left-of)), ((Plant, Green, Label/Spiky), (Left-side-of, Foreground-view)), ((Building-part, Tan, Vertically-oriented, Smooth), Background-view), (Black, White, Luminance-contrast), (Tan, Beige, Brown), (Label/Soft, Natural-object)	57907	false
stim-nsd58097	image	Dominating the foreground and occupying the left and center of the frame is a Highland cow with long, shaggy pale-blonde to light-brown fur; it faces the viewer directly, its dark nose and eyes visible beneath the draping hair, with two curved horns extending outward and upward, and a yellow ear tag attached to its right ear. This animal stands on bare, sandy-brown earth in the lower portion of the frame, its four legs planted on the exposed soil. In the background, positioned in the upper-right area, a second Highland cow with darker reddish-brown fur stands with its head lowered toward the ground, apparently grazing, its horns also visible. Between and around the animals lies a bright green grassy field, and behind both cows rises a dense line of trees and green foliage forming the upper background. The overall color scheme combines warm tans and browns of the animals with cool, saturated greens of the vegetation. The lighting appears soft and diffuse, without harsh shadows, suggesting overcast or indirect daylight. Compositionally, the near cow anchors the image with strong foreground presence while the distant cow provides depth and balance.	Sensory-event, Visual-presentation, ((Animal-agent, Label/Highland-cow, (Foreground-view, Left-side-of, Center-of), Brown-color, Large, (Nose, Black), (Eye, Black), (Horn-blow), (Ear, Right, Yellow)), (To-left-of, (Animal-agent, Label/Highland-cow, (Background-view, Upper-right-of), Brown-color, (Head, Lower-head), Label/Grazing))), (Dirt-terrain, SandyBrown, Lower-center-of), (Field, Green, Grassy-terrain), (Background-view, Plant, Green), (Outdoors, Cold)	58097	false
stim-nsd58145	image	A pink compartmentalized bento-style lunch container dominates the foreground, occupying nearly the entire frame and divided into four sections. In the upper-left compartment sits macaroni and cheese, its yellow-orange pasta pieces clearly visible. The upper-right compartment holds a blue-and-white packaged snack labeled "TREATS," identifiable as Rice Krispies Treats, standing upright. The lower-left compartment contains raw vegetables: white cauliflower florets on the left and green broccoli florets on the right. The lower-right compartment holds a dark red apple positioned toward the upper portion and several orange baby carrots below it. A metallic fork with visible tines rests along the right edge of the container, angled diagonally. In the background, partially obscured at the upper right and along the right side, is a gray surface, possibly the container's lid or a bag. The overall color scheme is vibrant, combining the saturated pink of the container with yellow, green, white, orange, red, and blue food items. Lighting appears bright and even, likely artificial or indoor, casting soft shadows within the compartments. The composition is top-down, densely packed, and centered.	Sensory-event, Visual-presentation, (Foreground-view, (Pink, Box, Large)), (Ingestible-object/Staple-food, Savory, Yellow, (Upper-left-of, Box)), ((Ingestible-object/Junk-food, Sweet, Blue, White, (Label/TREATS)), (Upper-right-of, Box)), ((Ingestible-object/Staple-food, White, (Left-side-of, Box)), (Ingestible-object/Staple-food, Green, (Right-side-of, Box)), (Lower-left-of, Box)), ((Ingestible-object/Dessert, Sweet, Red, (Upper-center-of, Box)), (Ingestible-object/Staple-food, Sweet, Orange, (Below, Box)), (Lower-right-of, Box)), ((Tool, Steel), (Right-edge-of, Box)), (Background-view, (Gray, (Right-side-of, Box))), (Label/Luminance-contrast-High)	58145	false
stim-nsd58165	image	In the lower-center foreground stands a portable roadwork sign assembly mounted on thin metal legs, dominating the frame; it comprises a white circular "40" speed-limit sign edged in red on the left, an orange square depicting a black worker-with-shovel symbol on the right, and beneath both a red horizontal panel reading "PREPARE TO STOP" in white capitals. Orange safety flags flank this sign on the left and right edges. The sign sits on a paved surface with scattered dry grass and debris in the lower-right foreground. In the background, running from center toward the upper portion, a road recedes with construction vehicles, including a yellow excavator on the left-center and white and dark trucks in the center-distance, alongside indistinct figures near the vehicles. A red-and-white striped railway-crossing boom and signals appear in the upper-center-left. Tall green trees line the right side and upper background, with utility poles and wires above. The color scheme is dominated by bright orange, red, and white signage against muted greens, grays, and blue sky. Lighting is bright daylight, casting shadows beneath the sign, with clear, sharp focus foreground and hazier distance.	Sensory-event, Visual-presentation, ((Assistive-device, Label/Roadwork-sign-assembly, (Lower-center-of, Foreground-view)), (Foreground-view, In-front-of, Background-view)), ((White, Circle, (Word, ID/40)), (To-left-of, (Orange, Square, (Icon, Label/Worker-with-shovel)))), (Red, Rectangle, Horizontally-oriented, (Word, ID/PREPARE-TO-STOP), (Below, (White, Circle))), ((Orange, Label/Safety-flag), (Left-side-of, Assistive-device)), ((Orange, Label/Safety-flag), (Right-side-of, Assistive-device)), (Paved-terrain, (Green, Plant, Dash, Label/Dry-grass-and-debris, (Lower-right-of, Foreground-view))), ((Road, (Center-of, Background-view)), (Away-from, Foreground-view)), (Yellow, Tractor, Label/Excavator, (Left-side-of, Background-view)), (White, Truck, (Center-of, Background-view)), (Black, Truck, (Center-of, Background-view)), (Human-agent, (Spatial-relation/Near, Vehicle)), (Red, White, Dash, Label/Railway-crossing-boom, (Upper-left-of, Background-view)), (Green, Plant/Tree, (Right-side-of, Background-view)), (Green, Plant/Tree, (Upper-center-of, Background-view)), (Label/Utility-pole, Above, Road), (Outdoors, Blue, Natural-feature/Sky), (Luminance, High, Label/Bright-daylight)	58165	false
stim-nsd58188	image	In the foreground, three people stand and walk on a wet, reflective pavement during rainfall. On the left, a man in a white and blue raglan-sleeve shirt and gray cargo shorts walks toward the right, holding a blue umbrella overhead with his left hand while wearing dark clog-style shoes and carrying a bag over his shoulder. In the center-right, a woman in a short black dress and turquoise patterned rubber boots stands facing right, her arm around a man in a red shirt and gray shorts on the far right, who holds a large pink-red umbrella. She carries a light-colored handbag. The background, upper portion of the frame, shows a storefront with red and white signage, including partial text reading "help," and glass windows reflecting the scene. Lower left displays white plastic bags near a blue surface. The color scheme contrasts cool blues and grays with warm reds and pinks. Lighting is flat and diffuse, consistent with overcast rainy conditions, producing wet-surface reflections on the gray stone ground. Compositionally, the three figures are arranged horizontally across the lower-center frame, with umbrellas framing the upper space.	Sensory-event, Visual-presentation, Outdoors, Urban, (Environmental-property/Rainy, Environmental-property), ((Gray, Paved-terrain, Smooth), Label/Wet), (Environmental-property/Overcast, Environmental-property), (Human-agent, Male, (Walk, Forward), (White, Blue, Clothing), (Gray, Clothing), (Left-side-of, Foreground-view), ((Hold-down, (Blue, Man-made-object/Umbrella)), Performed-using, Hand), (Clothing, Black), (Interacts-with, (Item))), ((Human-agent, Female, Standing, (Black, Clothing), (Turquoise, Clothing), (Light-shade, Item)), Interacts-with, (Human-agent, Male, (Red, Clothing), (Gray, Clothing), (Hold-down, (Pink-color, Red, Man-made-object/Umbrella)))), (Center-of, Foreground-view), (Building, (Red, White, Icon), (Word, Label/help), (Window, (Label/Reflected, Visual-attribute)), Background-view, Upper-center-of), ((White, Man-made-object), (Blue, Item), Lower-left-of, Background-view)	58188	false
stim-nsd58405	image	The photograph depicts a desk workspace shot from a slightly elevated angle, with elements arranged across a warm wooden desktop that occupies the lower and central portions of the frame. In the foreground lower-left sits a light gray keyboard, and to its lower-right rests a silver and black computer mouse on the wood surface. Behind the keyboard, center-left, stands a Dell flat-panel monitor displaying a screen with multiple thumbnail images of interior rooms in a grid arrangement. To the right of the monitor in the mid-ground, a metallic mesh pen holder contains several pens, and beside it a purple file organizer holds manila folders with handwritten colored labels on their tabs. A stack of white papers with sketches rests in a stand in the lower-right foreground. In the background, upper-right, a framed photograph hangs on the wall showing a white object against a dark background, illuminated by a warm light source at the top-right edge. The overall color scheme combines warm wood browns and oranges with cooler grays and the monitor's blue-white glow. Lighting is soft and warm, casting gentle shadows across the desk surface.	Sensory-event, Visual-presentation, Photograph, (Aerial-view, (Furnishing, Label/Desk, Brown-color, (Manufactured-material/Made-from, Label/Wood))), ((Keyboard, LightGray), (Lower-left-of, Photograph)), ((Computer-mouse, Silver, Black), (Lower-right-of, Keyboard)), ((Display-device, Label/Dell, (Screen-window, (Image, Room, Icon))), (Behind, Keyboard)), ((Tool, Label/Pen-holder, Steel, (Spatial-relation/Contains, Pen)), (To-right-of, Display-device)), ((Furnishing, Label/File-organizer, Purple, (Spatial-relation/Contains, (Document, Label/Manila-folder, (Label, Color)))), (To-right-of, Display-device)), ((Paper, White, (Spatial-relation/Contains, Drawing)), (Lower-right-of, Photograph)), ((Photograph, White, (Contained-in, Furnishing)), (Upper-right-of, Photograph), (Connected-to, Building-part)), (Brown-color, Orange-color, Gray-color, Blue-color), Luminance/Warm, Low, Luminance	58405	false
stim-nsd58669	image	Dominating the frame's center and lower portion is a double-decker bus, painted predominantly yellow with blue accents along its lower panels, angled diagonally so its front faces the lower-left while its body recedes toward the upper-right. An illuminated destination display across the upper front reads "Manchester X41" in orange text, and a registration plate is visible on the lower front. The bus occupies the foreground, positioned on a grey road surface that spans the lower edge. In the background, filling the upper and left portions, dense green foliage from large trees creates a leafy canopy, with a substantial tree trunk rising in the center-right, partially overlapping the bus. To the right and center-right, at mid-distance, sit low brick buildings with dark rooflines and storefronts, alongside parked and moving cars—a dark hatchback near center-right and a lighter silver vehicle further right. The color scheme combines the vivid yellow bus against saturated greens and muted brick reds and greys. Lighting appears natural and diffuse, consistent with an overcast or partly shaded daytime scene, casting soft shadows beneath the trees. The composition balances the bright vehicle against organic and architectural background elements.	Sensory-event, Visual-presentation, Foreground-view, ((Vehicle, Yellow, Blue, Label/Double-decker-bus), (Center-of, Image)), ((Vehicle, Yellow, Blue), (Rotated, Oblique)), (Visual-presentation, (Word, ID/Manchester X41), Orange), (Vehicle, (Bottom-edge-of, Image)), (Road, Gray, (Bottom-edge-of, Image)), (Background-view, (Plant, Green), (Upper-left-of, Image)), ((Plant, Large), (Center-of, Image)), (Building, Brown, (Right-side-of, Image)), (Car, Dark-shade, (Center-of, Image)), (Car, Silver, (Right-side-of, Image)), (Yellow, Green, Brown-color, Gray), (Outdoors, Light-shade), Luminance/Diffuse	58669	false
stim-nsd58682	image	The photograph is dominated by a large expanse of clear, gradient blue sky occupying the majority of the central and upper frame. In the foreground, silhouetted palm fronds and thin branches extend inward from the upper-left and upper-right edges, appearing almost black against the sky. In the lower-left corner sits a light-gray multi-story building with numerous visible windows and horizontal balcony detailing, positioned in the background. On the right side, spanning the middle-right and extending upward, is a taller, darker gray building with a smooth façade and a faint vertical seam. At the center of the frame, slightly above the midline, a commercial airplane is captured mid-flight, viewed from below at an angle; its underside shows red, yellow, and dark markings, with wings extended and nose pointing toward the left. The airplane is the primary subject, isolated against the open sky with no direct contact with other elements. The overall color scheme is cool, dominated by blues and grays, punctuated by the warm reds and yellows of the aircraft. Lighting appears natural and even, suggesting daytime, with the silhouetted foliage indicating backlighting. The composition is minimal and balanced, framing the plane centrally.	Sensory-event, Visual-presentation, Photograph, ((Aircraft, Center-of), (Red, Yellow, Black)), (Blue, Background-view, Outdoors), ((Plant, Black), (Upper-left-of, Upper-right-of)), ((Building, Gray, Light-shade), Lower-left-of, Background-view), ((Building, Gray, Dark-shade), To-right-of)	58682	false
stim-nsd59024	image	Two black swans dominate the foreground, positioned diagonally across the lower and central portions of the frame. The first swan occupies the left and center, its long neck curving into an S-shape with the head lowered toward the water in the center of the image; its bill shows a distinct red coloration with a white band near the tip. The second swan, situated to the right and slightly behind, mirrors this posture, its neck arching downward with a red-and-white bill dipping toward the water's surface in the lower-center region. Both birds display dark brown-to-black plumage that catches warm golden light along their backs and wing feathers, suggesting low-angle sunlight. The background consists of blurred reddish and brown reeds, twigs, and aquatic vegetation spanning the upper portion of the frame, rendered out of focus. The water surface, occupying the lower half, reflects warm amber and dark tones with visible ripples and scattered thin branches or stems crossing near the swans' bodies. The overall color scheme is warm, dominated by browns, reds, golds, and dark tones. The composition places both swans as parallel focal points, creating symmetry through their similar downward-feeding postures.	Sensory-event, Visual-presentation, ((Animal, Label/Swan, (Black, Brown), Foreground-view), (Center-of, Image)), ((Animal, Label/Swan, (Black, Brown), Foreground-view), (Right-side-of, Image)), ((Neck), Label/S-shape-curve), (Head, Below), ((Nose, Label/Bill), (Red, White)), (Natural-feature/Water, Lower-center-of, Background-view, (Luminance/Reflective, Label/Warm-tones)), (Plant, Label/Reeds-and-vegetation, (Brown, Red), Background-view, (Upper-center-of, Image)), (Luminance, Gold, Label/Warm-tones), Symmetrical	59024	false
stim-nsd59040	image	In the immediate foreground, spanning the lower portion of the frame, a dark chain-link fence with diamond-patterned mesh and a horizontal top rail crosses the entire width, partially obscuring the scene behind it. Just beyond, in the lower-center, a young giraffe sits on sandy ground with its legs folded and neck bent downward, its head lowered near the earth. To the left of it, a fallen light-gray log lies horizontally across the mid-lower left. Behind the seated giraffe, in the center-left, an adult giraffe stands with its long neck curved downward toward a large dark tree trunk that dominates the upper-left corner. On the right side, another adult giraffe bends its neck downward over large rounded boulders that occupy the center-right background. Green shrubs and grass fill the mid-ground, while a clear, deep-blue sky spans the upper portion. The color scheme combines warm orange-brown giraffe patches, sandy tan ground, gray rock and wood, green foliage, and blue sky. Lighting appears natural and bright, casting soft shadows on the sand, suggesting sunlit daytime conditions with clear visibility throughout the composition.	Sensory-event, Visual-presentation, Outdoors, Real-world, ((Animal, Label/Chain-link-fence), In-front-of, (Foreground-view)), ((Label/Young, Animal, Label/Giraffe, (Orange-color, Brown-color)), Sitting, Lower-center-of), ((Animal, Label/Log, Gray-color), To-left-of, (Label/Young, Animal, Label/Giraffe)), ((Animal, Label/Giraffe-adult, (Orange-color, Brown-color)), Standing, Lower-left-of), ((Natural-object, Label/Tree-trunk, Gray-color), Upper-left-of), ((Animal, Label/Giraffe-adult, (Orange-color, Brown-color)), Right-side-of), ((Natural-object, Label/Boulders, Gray-color), Center-of), (Plant, Green-color), ((Natural-feature, Label/Sky), Blue-color, Upper-center-of), (Terrain/Sandy-terrain, Label/Sand), (Outdoors, Label/Sunlit-daytime)	59040	false
